"id","current_time","CPU[%](µ¥ºË)","battery[%]","temperature[¡æ]","Memory-Vss[MB]","Memory-Rss[MB]","Memory-Pss[MB]","Memory-Uss[MB]"
"1","2022-04-28 11:47:30.108643","11.475","92","41.0","10966.12109375","358.66796875","289.35546875","282.1796875"
"2","2022-04-28 11:47:30.108643","11.8125","91","41.0","10966.29296875","360.05859375","290.740234375","283.5703125"
