"id","current_time","CPU[%](µ¥ºË)","battery[%]","temperature[¡æ]","Memory-Vss[MB]","Memory-Rss[MB]","Memory-Pss[MB]","Memory-Uss[MB]"
"1","2022-04-28 11:48:27.833514","11.025","91","41.0","10919.3515625","350.1015625","281.529296875","274.39453125"
"2","2022-04-28 11:48:27.833514","9.925","90","41.0","10919.3515625","351.58984375","283.0166015625","275.8828125"
