"id","current_time","CPU[%](µ¥ºË)","battery[%]","temperature[¡æ]","Memory-Vss[MB]","Memory-Rss[MB]","Memory-Pss[MB]","Memory-Uss[MB]"
"1","2022-04-27-17-00-46","19.0","100","43.0","12443.8203125","328.3046875","251.453125","242.62890625"
"2","2022-04-27-17-00-46","14.375","100","44.0","12444.0703125","329.91015625","253.0498046875","244.234375"
"3","2022-04-27-17-00-46","14.5","100","44.0","12443.18359375","327.48828125","250.625","241.8125"
