"id","current_time","CPU[%](µ¥ºË)","battery[%]","temperature[¡æ]","Memory-Vss[MB]","Memory-Rss[MB]","Memory-Pss[MB]","Memory-Uss[MB]"
"1","2022-04-28 11:46:32.582038","16.625","93","40.0","11051.59375","414.4296875","345.2333984375","338.00390625"
"2","2022-04-28 11:46:32.582038","15.875","92","40.0","11051.875","414.96875","345.7705078125","338.54296875"
