"id","current_time","CPU[%](µ¥ºË)","battery[%]","temperature[¡æ]","Memory-Vss[MB]","Memory-Rss[MB]","Memory-Pss[MB]","Memory-Uss[MB]"
"1","2022-04-28 11:45:41.306151","12.125","94","39.0","10882.90234375","283.1953125","216.5654296875","209.8046875"
"2","2022-04-28 11:45:41.306151","13.875","94","39.0","10883.04296875","284.28515625","217.66015625","210.90625"
